Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
NVDA,https://www.tradingview.com/chart/?symbol=NVDA,NVIDIA Corporation,Technology,215.77,5226165174272,85.2,214.5,19.85,8.71,42.3,202.07,188.24,True,True,True,BULLISH TREND,False,59.31,NEUTRAL,5,Marvell stock extends gains after a 32% pop as Nvidia CEO calls chipmaker 'the next trillion-dollar company' | Portfolio manager explains why Sanmina Corp. is a good buy | How Nio Is Proving It's a Top Auto Stock Despite Brutal the Price War,33.04,17.08,46335873024.0,6.555,114.29,62.97,87.84,BUY SIGNAL
CME,https://www.tradingview.com/chart/?symbol=CME,CME Group Inc.,Financial Services,253.85,91721785344,14.4,21.3,-20.06,-12.55,18.99,289.7,277.2,False,False,True,NO CLEAR ENTRY,False,50.95,NEUTRAL,5,A 180% Crypto Rally Shows New Investing Era as Bitcoin Stumbles | Biggest Diesel Shock Since 2022 Deals Another Blow to US Farmers | CME Group Stock: Is CME Underperforming the Financial Sector?,21.66,19.66,3030237440.0,14.059,15.92,63.32,62.78,WATCHLIST
VLO,https://www.tradingview.com/chart/?symbol=VLO,Valero Energy Corporation,Energy,263.195,78151221248,6.6,,21.47,5.09,63.66,243.17,193.29,True,True,True,BULLISH TREND,False,60.39,POSITIVE,5,"Can MPC's West Coast Assets Become a Bigger Earnings Driver? | Why Valero Energy (VLO) Outpaced the Stock Market Today | Zacks Investment Ideas feature highlights: XLE, Valero, Marathon and Phillips 66",19.23,12.52,4786625024.0,42.664,15.85,3.57,62.63,WATCHLIST
TKO,https://www.tradingview.com/chart/?symbol=TKO,"TKO Group Holdings, Inc.",Communication Services,198.845,14906946560,25.9,63.0,-9.23,6.91,63.89,191.81,195.85,True,True,False,BULLISH TREND,False,60.36,POSITIVE,5,"Assessing TKO Group Holdings (TKO) Valuation After Trump’s Stake And UFC Freedom 250 White House Launch | The Dealmaking 3: NBA Ratings, World Cup Logistics, Enhanced Games Gamble | These 3 Beaten-Down Stocks Just Saw $25 Million in Insider Buying",74.2,42.65,830904512.0,58.229,6.74,4.47,62.53,WATCHLIST
INTU,https://www.tradingview.com/chart/?symbol=INTU,Intuit Inc.,Technology,312.095,85369528320,10.4,10.7,-27.76,-23.32,37.94,383.8,542.64,False,False,False,NO CLEAR ENTRY,False,66.23,POSITIVE,5,Bet on 5 Top-Ranked Stocks With Rising P/E for a Strong Portfolio | 2 Large-Cap Stocks to Research Further and 1 We Turn Down | Stock Indexes Post New Record Highs Amid AI Enthusiasm,19.03,11.42,5232000000.0,33.448,22.5,21.91,62.35,WATCHLIST
ZBRA,https://www.tradingview.com/chart/?symbol=ZBRA,Zebra Technologies Corporation,Technology,247.58,11793075200,14.3,3.8,9.85,10.66,50.55,230.13,257.07,True,False,False,NO CLEAR ENTRY,False,47.81,NEUTRAL,5,Here's How Much a $1000 Investment in Zebra Technologies Made 10 Years Ago Would Be Worth Today | Should Zebra’s New Nucleus Platform and Workcloud AI Suite Require Action From Zebra Technologies (ZBRA) Investors? | 5 Stocks With Real Revenue From Physical AI Today (Not 2030 Promises),29.94,11.96,559000000.0,82.104,11.78,7.49,62.27,WATCHLIST
AJG,https://www.tradingview.com/chart/?symbol=AJG,Arthur J. Gallagher & Co.,Financial Services,203.14,52195196928,34.6,16.2,-9.53,-1.88,65.03,210.42,247.0,False,False,False,NO CLEAR ENTRY,False,70.62,POSITIVE,5,How Arthur J. Gallagher (AJG) Narrative Is Evolving With An Unchanged Fair Value Estimate | 1 Profitable Stock with Exciting Potential and 2 We Turn Down | AJG Bets on Specialty Insurance Buyouts for Long-Term Growth,32.92,13.67,1080225024.0,56.18,7.01,11.35,62.25,WATCHLIST
TPR,https://www.tradingview.com/chart/?symbol=TPR,"Tapestry, Inc.",Consumer Cyclical,138.4,27962988544,21.2,73.7,-10.13,-0.96,59.08,142.12,127.14,False,True,True,NO CLEAR ENTRY,False,76.11,POSITIVE,5,Arhaus Sees Massive White Space Opportunity for New Stores | Best Momentum Stocks to Buy for June 2nd | URBN Benefits From Strong Consumer Demand Across Key Brands,42.07,17.94,1529737472.0,574.912,60.91,8.44,62.24,WATCHLIST
SNPS,https://www.tradingview.com/chart/?symbol=SNPS,"Synopsys, Inc.",Technology,496.32,95035023360,41.9,-96.0,16.97,-0.24,45.98,465.16,467.25,True,True,False,BULLISH TREND,False,53.18,NEUTRAL,5,SNPS Rises 8.2% YTD: Should Investors Hold or Fold the Stock? | AI Designing AI: The Hidden Reason Nvidia Owns a $2 Billion Stake in Synopsys | GlobalFoundries Expands AI Role With ARC IP Deal And Photonics Push,113.57,28.8,3538958592.0,35.574,3.82,8.91,62.1,WATCHLIST
DXCM,https://www.tradingview.com/chart/?symbol=DXCM,"DexCom, Inc.",Healthcare,72.53,27987367936,15.0,92.2,-0.75,20.8,79.3,64.33,67.73,True,True,False,WATCH - OVERBOUGHT,False,50.86,NEUTRAL,5,Tandem Diabetes Valuation: Is 1.1x Sales a Buy? | Did FDA-App Recalls and Activist Pressure Just Rewire Dexcom’s (DXCM) Software-Driven Investment Narrative? | 2 Growth Stocks to Buy and Hold for a Decade,31.13,23.64,1056637504.0,46.833,35.62,19.31,62.07,WATCHLIST
CBOE,https://www.tradingview.com/chart/?symbol=CBOE,"Cboe Global Markets, Inc.",Financial Services,284.415,29765107712,6.5,54.4,-6.38,-15.9,17.43,316.03,271.41,False,True,True,NO CLEAR ENTRY,False,51.83,NEUTRAL,5,"Exchange Stocks Fall After Perpetual Futures Approval | Coinbase, Kalshi's New Crypto Futures Send These Stocks Sprawling | Stocks to Watch: Alphabet, CBOE, Marvell, HPE",24.29,19.33,1003075008.0,29.489,25.14,25.77,62.0,WATCHLIST
HSY,https://www.tradingview.com/chart/?symbol=HSY,The Hershey Company,Consumer Defensive,186.39,37807976448,10.6,93.6,-19.79,3.19,41.57,194.03,191.39,False,False,True,NO CLEAR ENTRY,False,65.66,POSITIVE,5,Women run a record 11.2% of Fortune 500 companies in 2026—but the gain came in a year of high-profile exits | Hershey (NYSE:HSY): Strongest Q1 Results from the Shelf-Stable Food Group | Is Mondelez International Stock Underperforming the Dow?,34.64,18.79,1527240576.0,120.011,23.23,9.12,61.9,WATCHLIST
CEG,https://www.tradingview.com/chart/?symbol=CEG,Constellation Energy Corporation,Utilities,266.1201,95564259328,63.8,1091.0,-17.85,-16.98,46.13,290.5,321.46,False,False,False,NO CLEAR ENTRY,False,63.14,POSITIVE,5,Constellation’s Three Mile Island nuclear restart gets boost with FERC waiver | Is Constellation Energy (CEG) Offering Opportunity After Recent Share Price Pullback? | Vistra vs. Constellation Energy: The Big Revenue Face-Off,23.12,19.55,-4478875136.0,66.428,16.1,12.69,61.9,WATCHLIST
ULTA,https://www.tradingview.com/chart/?symbol=ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,470.98,20599078912,11.1,15.5,-29.59,-9.08,41.94,523.36,566.75,False,False,False,NO CLEAR ENTRY,False,66.64,POSITIVE,5,"These supplements 'actually work': Why this brand stands out | Does Ulta’s Raised EPS Outlook And Supergirl Tie-In Change The Bull Case For Ulta Beauty (ULTA)? | Ulta Beauty Lifts FY26 View as Q1 Earnings Beat, Comps Rise 5.3%",17.66,14.82,974008128.0,89.209,47.45,9.35,61.88,WATCHLIST
URI,https://www.tradingview.com/chart/?symbol=URI,"United Rentals, Inc.",Industrials,1041.9,65271447552,7.2,6.6,25.27,12.84,75.21,875.17,873.64,True,True,True,WATCH - OVERBOUGHT,False,70.35,POSITIVE,5,United Rentals: The Industrial Stock Workhorse I'd Happily Hold Through Any Market Crash | Can United Rentals’ (URI) ChatGPT Integration Deepen Customer Stickiness Or Just Burnish Its Innovation Story? | CAR's Strategic Mobility Partnerships Offer Long-Term Opportunities,26.65,19.33,1870625024.0,167.473,28.24,15.32,61.88,WATCHLIST
CFG,https://www.tradingview.com/chart/?symbol=CFG,"Citizens Financial Group, Inc.",Financial Services,61.53,26019926016,13.8,46.8,3.84,-3.19,56.02,62.51,57.18,False,True,True,NO CLEAR ENTRY,False,65.39,POSITIVE,5,"How FITB's NYSE Move Reflects Its Transition Into a Larger U.S. Bank | If Rates Fall Further, Here’s What Happens to the KRE Regional Banking ETF | Citizens Financial Group Links Rhode Island Training Push To Long Term Story",14.58,9.59,,,7.74,25.05,61.78,WATCHLIST
PNC,https://www.tradingview.com/chart/?symbol=PNC,"The PNC Financial Services Group, Inc.",Financial Services,219.63,88195645440,13.8,17.7,3.88,0.73,68.23,216.92,205.29,True,True,True,BULLISH TREND,False,49.56,NEUTRAL,5,May 2026 Dividend Stocks To Consider | Three Noteworthy Dividend Stocks To Consider | PNC Financial (PNC) Shares See Higher Valuation from Citi,12.75,10.44,,,12.1,31.31,61.76,WATCHLIST
CTVA,https://www.tradingview.com/chart/?symbol=CTVA,"Corteva, Inc.",Basic Materials,79.08,52890284032,11.0,12.1,0.42,-2.97,32.46,81.1,72.28,False,True,True,NO CLEAR ENTRY,False,70.47,POSITIVE,5,Sheikh Ahmed Dalmook Al Maktoum’s Inmā Emirates Holdings Launches Grant Program To Help Scale Climate Resilience Ventures | Can Misson Produce's Tech-Driven Ripening Edge Fuel Global Growth? | Farming Has a Tough Row to Hoe. This Analyst Still Likes Corteva and a Tech Provider.,42.75,19.27,2576124928.0,13.64,5.14,6.5,61.74,WATCHLIST
KEY,https://www.tradingview.com/chart/?symbol=KEY,KeyCorp,Financial Services,20.92,22682001408,11.8,33.3,3.21,-2.46,56.24,21.06,19.59,False,True,True,NO CLEAR ENTRY,False,64.74,POSITIVE,5,Bank of America Strategist Sees Dot-Com Comparisons: 5 Safe Buy-Rated Dividend Stocks They Love Now | Can Huntington Turn Growth Momentum Into 30% EPS Expansion by 2027? | Assessing KeyCorp (KEY) Valuation After A Mixed Share Price Performance And 15% Undervaluation View,12.83,9.7,,,9.98,27.02,61.73,WATCHLIST
ROP,https://www.tradingview.com/chart/?symbol=ROP,"Roper Technologies, Inc.",Technology,330.36,33339058176,11.3,59.2,-6.97,-7.0,59.01,344.69,415.1,False,False,False,NO CLEAR ENTRY,False,48.63,NEUTRAL,5,"Why Roper Technologies, Inc. (NASDAQ:ROP) Could Be Worth Watching | Roper Technologies, Inc. (ROP) Announces Dividend of $0.91 Per Share | Roper Technologies (ROP): 10 Cheap NASDAQ Stocks to Buy Right Now",20.62,13.83,2169925120.0,55.606,9.01,21.12,61.49,WATCHLIST
GRMN,https://www.tradingview.com/chart/?symbol=GRMN,Garmin Ltd.,Technology,238.41,45978849280,14.2,21.5,-4.53,-0.08,57.51,244.74,227.63,False,True,True,NO CLEAR ENTRY,False,62.17,POSITIVE,5,Tigress Financial Raises its Price Target on Garmin (GRMN) | Garmin Expands Aviation And Health Reach With SmartCharts And AI Partnerships | Why Is Garmin (GRMN) Down 5.9% Since Last Earnings Report?,26.58,23.09,810156096.0,2.331,19.9,23.26,61.47,WATCHLIST
RMD,https://www.tradingview.com/chart/?symbol=RMD,ResMed Inc.,Healthcare,186.145,27001522176,10.8,10.5,-27.71,-10.85,30.28,213.55,246.28,False,False,False,NO CLEAR ENTRY,False,54.55,NEUTRAL,5,Is It Time To Reassess ResMed (RMD) After A 25% Share Price Slide? | Resmed completes $340M Noctrix takeover | Do Wall Street Analysts Like ResMed Stock?,17.95,15.26,1446655104.0,12.988,25.25,27.44,61.41,WATCHLIST
RF,https://www.tradingview.com/chart/?symbol=RF,Regions Financial Corporation,Financial Services,27.53,23493537792,7.3,21.6,0.19,0.48,63.37,27.16,26.39,True,True,True,BULLISH TREND,False,65.16,POSITIVE,5,Can Huntington Turn Growth Momentum Into 30% EPS Expansion by 2027? | Regions Financial Expands Homeownership Support And Deepens Retail Banking Ties | Regions to pay $4.9M for allegedly forgiving ineligible PPP loan,11.42,9.64,,,11.89,31.0,61.41,WATCHLIST
HWM,https://www.tradingview.com/chart/?symbol=HWM,Howmet Aerospace Inc.,Industrials,249.54,99842818048,19.1,71.4,-3.55,4.15,28.25,250.18,218.41,False,True,True,NO CLEAR ENTRY,False,62.58,POSITIVE,5,Is Boeing Company Stock Underperforming the S&P 500? | What Howmet Aerospace (HWM)'s Beat-and-Raise Quarter and New Shelf Filing Means For Shareholders | Wall Street Analysts Think Howmet (HWM) Is a Good Investment: Is It?,57.9,41.48,1192749952.0,87.794,33.82,20.23,61.41,WATCHLIST
KIM,https://www.tradingview.com/chart/?symbol=KIM,Kimco Realty Corporation,Real Estate,23.825,16067336192,4.0,29.4,2.39,1.82,61.84,23.4,21.68,True,True,True,BULLISH TREND,False,54.27,NEUTRAL,5,Assessing Kimco Realty (KIM) Valuation After Recent Share Price Momentum And Intrinsic Discount Debate | Are You Looking for a High-Growth Dividend Stock? | Realty Income's Occupancy Edge: Can 98.9% Stability Hold?,27.39,27.62,838712128.0,78.788,5.86,28.54,61.14,WATCHLIST
TRV,https://www.tradingview.com/chart/?symbol=TRV,"The Travelers Companies, Inc.",Financial Services,291.095,61899804672,1.0,357.6,-6.05,-3.46,44.42,298.91,286.75,False,True,True,NO CLEAR ENTRY,False,62.04,POSITIVE,5,PLMR Stock Declines 39.1% in a Year: What Should Investors Do Now? | Does Travelers’ Governance Vote and New Credit Line Shift the Bull Case for TRV’s Earnings Quality? | Why Travelers (TRV) is a Top Growth Stock for the Long-Term,8.69,10.2,13304375296.0,28.975,25.27,15.54,61.01,WATCHLIST
HLT,https://www.tradingview.com/chart/?symbol=HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,334.15,76068700160,11.0,35.0,9.27,7.36,71.13,320.38,292.46,True,True,True,WATCH - OVERBOUGHT,False,41.86,NEUTRAL,5,Is Marriott International Stock Outperforming the Nasdaq? | A Look At Hilton Worldwide Holdings (HLT) Valuation As It Launches Undergraduate By Hilton | 3 Inflated  Stocks with Questionable Fundamentals,50.94,32.08,1684499968.0,,,30.41,60.9,WATCHLIST
SNDK,https://www.tradingview.com/chart/?symbol=SNDK,Sandisk Corporation,Technology,1807.98,267704811520,251.0,,219.76,44.03,71.1,1140.65,513.99,True,True,True,WATCH - OVERBOUGHT,False,54.77,NEUTRAL,5,"Why SanDisk Stock Is Soaring to a New All-Time High Today | Prediction: This Artificial Intelligence (AI) Chip Stock Will Soar After Micron's Earnings | Micron, SanDisk Seen Benefiting From Extended Memory Supply Tightness, Morgan Stanley Says",61.95,10.16,2259500032.0,1.503,39.3,34.19,60.88,WATCHLIST
VRTX,https://www.tradingview.com/chart/?symbol=VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,426.695,108297510912,7.8,61.4,-10.03,-0.73,29.6,437.21,436.62,False,False,True,NO CLEAR ENTRY,False,63.89,POSITIVE,5,Vertex (VRTX) Up 0.2% Since Last Earnings Report: Can It Continue? | Is Vertex Pharmaceuticals (VRTX) Offering An Opportunity After Recent Share Price Consolidation? | Should FDA’s IgA Nephropathy BLA Acceptance for Povetacicept Reshape Vertex Pharmaceuticals’ (VRTX) Investment Narrative?,25.35,19.87,2783225088.0,10.26,24.2,35.51,60.76,WATCHLIST
BAC,https://www.tradingview.com/chart/?symbol=BAC,Bank of America Corporation,Financial Services,52.2,370442043392,8.1,24.4,5.05,0.02,69.28,51.48,51.59,True,True,False,BULLISH TREND,False,56.78,NEUTRAL,5,Bank CEOs Press Mamdani to Get More New York Housing Built | SpaceX Targets $75 Billion in IPO at $135 Per Share | Does Bank of America's Deposit Franchise Power Earnings Growth?,12.95,10.34,,,10.64,28.96,60.74,WATCHLIST
TRMB,https://www.tradingview.com/chart/?symbol=TRMB,Trimble Inc.,Technology,55.73,12991304704,11.8,55.6,-19.42,-18.67,53.78,62.68,72.99,False,False,False,NO CLEAR ENTRY,False,49.41,NEUTRAL,5,The Bull Case For Trimble (TRMB) Could Change Following Audit Chair Shift Amid Material Weakness Remediation | Robust Recurring Revenue Affirms Trimble Inc. (TRMB) as a Stock That Could 10x by 2030 | Farming Has a Tough Row to Hoe. This Analyst Still Likes Corteva and a Tech Provider.,29.18,13.67,370112512.0,25.062,8.25,12.38,60.6,WATCHLIST
LH,https://www.tradingview.com/chart/?symbol=LH,Labcorp Holdings Inc.,Healthcare,257.15,21086300160,5.8,32.9,-8.88,1.92,55.15,261.57,266.7,False,False,False,NO CLEAR ENTRY,False,71.59,POSITIVE,5,Assessing Labcorp (LH) Valuation As Shares Cool And P/E Trails Healthcare Peers | LH Expands Genetic Testing in CRC Through New Collab: Stock to Gain? | 3 Cash-Producing Stocks That Concern Us,22.78,13.22,1142537472.0,83.407,11.05,6.66,60.58,WATCHLIST
VTR,https://www.tradingview.com/chart/?symbol=VTR,"Ventas, Inc.",Real Estate,79.3,38553260032,21.9,10.0,-7.74,-9.67,10.79,85.16,77.87,False,True,True,BUY THE DIP,False,64.64,POSITIVE,5,"W.P. Carey (WPC) Up 3.2% Since Last Earnings Report: Can It Continue? | Why Ventas (VTR) is a Top Dividend Stock for Your Portfolio | GRS Advisors Opens $49 Million Broadstone Net Lease Position, According to Recent SEC Filing",144.18,93.66,1483115264.0,93.736,2.14,4.26,60.47,WATCHLIST
BALL,https://www.tradingview.com/chart/?symbol=BALL,Ball Corporation,Consumer Cyclical,53.01,14113727488,16.3,21.9,-18.4,-12.68,31.32,59.04,54.82,False,False,True,NO CLEAR ENTRY,False,59.52,NEUTRAL,5,A Look Back at Industrial Packaging Stocks’ Q1 Earnings: Ball (NYSE:BALL) Vs The Rest Of The Pack | 1 Value Stock for Long-Term Investors and 2 We Turn Down | 3 Industrials Stocks with Questionable Fundamentals,15.45,11.73,403500000.0,145.542,16.79,6.86,60.46,WATCHLIST
CBRE,https://www.tradingview.com/chart/?symbol=CBRE,"CBRE Group, Inc.",Real Estate,126.13,36932952064,18.6,98.1,-11.57,-9.94,24.72,138.87,152.45,False,False,False,NO CLEAR ENTRY,False,56.46,NEUTRAL,5,1 Profitable Stock Worth Your Attention and 2 We Find Risky | Brandon Steven Motors gains Maryland might with 12-dealership deal | CBRE Group (CBRE) Valuation Check After Recent Share Price Weakness,28.73,14.21,1094499968.0,113.689,15.6,3.11,60.42,WATCHLIST
IQV,https://www.tradingview.com/chart/?symbol=IQV,IQVIA Holdings Inc.,Healthcare,178.105,29725724672,8.4,15.0,2.38,10.67,55.5,170.79,195.8,True,False,False,NO CLEAR ENTRY,False,58.74,NEUTRAL,5,Is It Too Late To Consider Buying IQVIA Holdings Inc. (NYSE:IQV)? | Veeva vs. IQVIA: Which Life Sciences Tech Stock Holds More Promise? | Here's Why Investors Must Hold IQV Stock in Their Portfolios for Now,22.1,12.55,2156750080.0,255.426,22.49,8.33,60.25,WATCHLIST
VEEV,https://www.tradingview.com/chart/?symbol=VEEV,Veeva Systems Inc.,Healthcare,177.22,28922075136,16.0,23.2,-4.67,4.11,67.28,166.39,224.59,True,False,False,NO CLEAR ENTRY,False,56.37,NEUTRAL,5,Stocks Mostly Down Pre-Bell as Traders Assess Latest Middle East Developments | Veeva Systems (VEEV) Reports Q1: Everything You Need To Know Ahead Of Earnings | Why Veeva Systems (VEEV) Stock Is Up Today,32.64,17.93,1048066496.0,1.329,13.93,28.44,60.01,WATCHLIST
PRU,https://www.tradingview.com/chart/?symbol=PRU,"Prudential Financial, Inc.",Financial Services,101.665,35310809088,15.3,-14.3,4.36,5.53,52.43,97.94,101.56,True,True,False,BULLISH TREND,False,60.1,POSITIVE,5,Inflation Squeezes Retirement. 5 Smart Tips to Protect Yourself. | 1 Large-Cap Stock with Impressive Fundamentals and 2 We Find Risky | Assessing Prudential Financial (PRU) Valuation As Market Price Diverges From Narrative And DCF Estimates,10.47,6.96,10378999808.0,158.972,10.71,5.48,59.91,IGNORE
JBHT,https://www.tradingview.com/chart/?symbol=JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,277.39,26157656064,4.6,27.4,20.37,16.6,79.58,242.0,195.32,True,True,True,WATCH - OVERBOUGHT,False,57.35,NEUTRAL,5,Here's Why Investors Should Bet on J.B. Hunt Stock Right Now | Is Euroseas (ESEA) Outperforming Other Transportation Stocks This Year? | “Demand for Data Center Power Continues to Outpace Expectations” — Josh Brown’s Case for Heavy Assets Over AI Hype,43.01,30.53,829849984.0,43.622,16.68,5.13,59.84,IGNORE
YUM,https://www.tradingview.com/chart/?symbol=YUM,"Yum! Brands, Inc.",Consumer Cyclical,149.655,41248092160,15.2,72.2,-6.29,-2.6,51.73,155.05,151.43,False,False,True,NO CLEAR ENTRY,False,57.91,NEUTRAL,5,"Here Are Wednesday’s Top Wall Street Analyst Research Calls: Boyd Gaming, Chipotle Mexican Grill, Conagra, Dollar General, MGM Resorts International, Omnicom Group, Yum! Brands, and More | Yum! Brands Keeps Growing. Why the Stock Price Will Follow. | Chipotle Mexican Grill Narrative Not Likely to Change Quickly, Morgan Stanley Says",24.14,19.97,1261500032.0,,,20.48,59.73,IGNORE
ALB,https://www.tradingview.com/chart/?symbol=ALB,Albemarle Corporation,Basic Materials,168.45,19866091520,32.7,,2.51,-11.66,18.47,184.94,141.45,False,True,True,BUY THE DIP,False,54.21,NEUTRAL,5,Dow Features Next-Gen AI Thermal Technologies at COMPUTEX Taipei | IAMGOLD Expands Cote Gold Resource Base With Updated Estimate | American Resources' EMCO Builds Battery Recycling Capacity,,13.95,716711744.0,19.845,-1.82,-4.24,59.54,IGNORE
TSLA,https://www.tradingview.com/chart/?symbol=TSLA,"Tesla, Inc.",Consumer Cyclical,421.123,1581621575680,15.8,8.3,7.31,7.29,39.58,394.43,413.4,True,True,False,BULLISH TREND,False,54.4,NEUTRAL,5,Bernie Sanders Wants the Government to Own 50% of Big AI Stocks | Tesla rolls out unsupervised robotaxis in Austin | Tesla just delivered one of its strongest China updates in months,382.84,167.8,5251999744.0,18.738,4.9,3.95,59.3,IGNORE
BXP,https://www.tradingview.com/chart/?symbol=BXP,"BXP, Inc.",Real Estate,60.89,10857382912,0.6,65.5,11.72,3.94,62.8,56.97,64.03,True,False,False,NO CLEAR ENTRY,False,66.78,POSITIVE,5,Are Wall Street Analysts Bullish on BXP Stock? | Is BXP (BXP) Offering Value After Recent Rebound And Mixed Long Term Returns? | Healthpeak Properties Q1 FFOA Tops Estimates on Steady Leasing Momentum,30.6,28.65,941118656.0,211.994,5.53,10.04,59.29,IGNORE
